STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,ELEVATION,Elevation,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2018,,7465,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2019,,7392,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2020,,7348,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2021,,7323,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2022,,7270,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2023,,7202,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2024,,7143,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2010,,65624,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2011,,65715,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2012,,65832,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2013,,65977,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2014,,66142,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2015,,66334,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2016,,66552,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2017,,66800,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2018,,67064,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2019,,67296,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2020,,67680,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2021,,68110,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2022,,67537,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2023,,67849,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FM,Micronesia (Federated States of),LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2024,,68168,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2010,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2011,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2012,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2013,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2014,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2015,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2016,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2017,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2018,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2019,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2020,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,100,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,99,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,99,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,99,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2010,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2011,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2012,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2013,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2014,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2015,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2016,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2017,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2018,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2019,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2020,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2021,,1,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2022,,1,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2023,,1,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NU,Niue,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2024,,1,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2022,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2010,,8474,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2011,,8525,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2012,,8660,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2013,,8875,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2014,,9063,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2015,,9243,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2016,,9400,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2017,,9552,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2018,,9678,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2019,,9775,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2020,,9815,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2021,,9873,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2022,,9912,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2023,,9974,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2024,,10034,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2010,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2011,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2012,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2013,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2014,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2015,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2016,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2017,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2018,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2019,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2020,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TK,Tokelau,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,,,PERCENT,percent,,,O,Missing value,,,,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2010,,27593,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2011,,28198,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2012,,28825,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2013,,29472,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2014,,30138,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2015,,30817,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
